         4208531 function calls (4200528 primitive calls) in 515.262 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 missing.py:564(_array_equivalent_object)
        4    0.000    0.000    0.000    0.000 blocks.py:790(copy)
       30    0.000    0.000    0.000    0.000 common.py:1590(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:163(match)
       12    0.000    0.000    0.000    0.000 config.py:676(_translate_key)
        1    0.000    0.000    0.000    0.000 file.py:173(_expand_user)
        1    0.000    0.000    0.000    0.000 managers.py:1012(iget)
        2    0.000    0.000    0.000    0.000 base.py:1010(view)
        2    0.000    0.000    0.000    0.000 __init__.py:272(_compile)
       23    0.000    0.000    0.000    0.000 generic.py:667(_info_axis)
       31    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_encode}
       16    0.000    0.000    0.000    0.000 managers.py:2177(_grouping_func)
        2    0.000    0.000    0.000    0.000 numeric.py:1373(normalize_axis_tuple)
        1    0.000    0.000    0.000    0.000 managers.py:1402(_insert_update_mgr_locs)
        8    0.000    0.000    0.000    0.000 blocks.py:2795(extend_blocks)
       37    0.000    0.000    0.000    0.000 range.py:999(__len__)
        1    0.000    0.000    0.000    0.000 array.py:1198(copy)
       10    0.000    0.000    0.000    0.000 array.py:1194(ndim)
       17    0.000    0.000    0.000    0.000 flags.py:51(__init__)
        2    0.000    0.000    0.000    0.000 common.py:536(is_string_dtype)
        1    0.000    0.000    0.000    0.000 _enum.py:12(get_value)
        3    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 api.py:386(default_index)
        6    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 blocks.py:414(_split_op_result)
        1    0.000    0.000    0.000    0.000 common.py:231(asarray_tuplesafe)
        4    0.000    0.000    0.000    0.000 common.py:81(get_op_result_name)
       12    0.000    0.000    0.000    0.000 blocks.py:219(_can_consolidate)
        1    0.000    0.000    0.000    0.000 __init__.py:225(compile)
        2    0.000    0.000    0.000    0.000 range.py:201(_simple_new)
        4    0.000    0.000    0.000    0.000 dispatch.py:17(should_extension_dispatch)
        3    0.000    0.000    0.000    0.000 shape_base.py:81(atleast_2d)
        1    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
       17    0.000    0.000    0.000    0.000 common.py:1270(is_1d_only_ea_dtype)
        2    0.000    0.000    0.000    0.000 common.py:1375(_is_dtype)
       19    0.000    0.000    0.000    0.000 managers.py:2004(internal_values)
        3    0.000    0.000    0.000    0.000 base.py:456(_engine_type)
        4    0.000    0.000    0.000    0.000 common.py:992(is_numeric_v_string_like)
        1    0.000    0.000    0.000    0.000 managers.py:2311(_fast_count_smallints)
        1    0.000    0.000    0.000    0.000 base.py:82(shape)
        1    0.000    0.000    0.000    0.000 blocks.py:274(make_block)
       13    0.000    0.000    0.000    0.000 array.py:1190(shape)
        8    0.000    0.000    0.000    0.000 common.py:1331(is_ea_or_datetimelike_dtype)
        1    0.000    0.000    0.000    0.000 common.py:301(maybe_iterable_to_list)
       14    0.000    0.000    0.000    0.000 managers.py:1837(__init__)
        7    0.000    0.000    0.000    0.000 warnings.py:441(__init__)
        7    0.000    0.000    0.000    0.000 warnings.py:488(__exit__)
        1    0.000    0.000    0.000    0.000 encoder.py:260(_make_iterencode)
       18    0.000    0.000    0.000    0.000 __init__.py:34(using_copy_on_write)
        9    0.000    0.000    0.000    0.000 _asarray.py:108(<setcomp>)
        1    0.000    0.000    0.000    0.000 _methods.py:67(_all)
        1    0.000    0.000    0.000    0.000 inference.py:273(is_dict_like)
        2    0.000    0.000    0.000    0.000 inference.py:195(is_array_like)
        1    0.000    0.000    0.000    0.000 generic.py:586(_get_axis)
        2    0.000    0.000    0.000    0.000 crs.py:155(_is_epsg_code)
       11    0.000    0.000    0.000    0.000 __init__.py:55(using_pyarrow_string_dtype)
        5    0.000    0.000    0.000    0.000 base.py:549(find)
        1    0.000    0.000    0.000    0.000 predicates.py:262(is_valid_input)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1207(_handle_fromlist)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       12    0.000    0.000    0.000    0.000 config.py:617(_select_options)
       14    0.000    0.000    0.000    0.000 blocks.py:214(is_extension)
        2    0.000    0.000    0.000    0.000 series.py:914(__len__)
        1    0.000    0.000    0.000    0.000 base.py:773(_view)
        3    0.000    0.000    0.000    0.000 managers.py:2285(<listcomp>)
        9    0.000    0.000    0.000    0.000 flags.py:87(allows_duplicate_labels)
        1    0.000    0.000    0.000    0.000 blocks.py:2811(ensure_block_shape)
       16    0.000    0.000    0.000    0.000 common.py:123(<lambda>)
        4    0.000    0.000    0.000    0.000 base.py:591(_ensure_array)
        2    0.000    0.000    0.000    0.000 common.py:572(condition)
        9    0.000    0.000    0.000    0.000 common.py:1399(_get_dtype)
       12    0.000    0.000    0.000    0.000 base.py:831(_reset_identity)
        3    0.000    0.000    0.000    0.000 shape_base.py:215(_vhstack_dispatcher)
       30    0.000    0.000    0.000    0.000 base.py:5144(_values)
        5    0.000    0.000    0.000    0.000 managers.py:1392(<genexpr>)
        4    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 managers.py:1850(from_blocks)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:1846(ravel)
        2    0.000    0.000    0.000    0.000 numeric.py:1424(<listcomp>)
        2    0.000    0.000    0.000    0.000 indexing.py:2765(check_dict_or_set_indexers)
       16    0.000    0.000    0.000    0.000 common.py:121(classes)
        6    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 config.py:649(_get_deprecated_option)
        2    0.000    0.000    0.000    0.000 base.py:5676(<genexpr>)
       22    0.000    0.000    0.000    0.000 blocks.py:718(dtype)
        1    0.000    0.000    0.000    0.000 series.py:1471(_set_as_cached)
        4    0.000    0.000    0.000    0.000 base.py:609(_dtype_to_subclass)
        1    0.000    0.000    0.000    0.000 range.py:483(_view)
        2    0.000    0.000    0.000    0.000 base.py:74(__len__)
        1    0.000    0.000    0.000    0.000 blocks.py:2372(iget)
        3    0.000    0.000    0.000    0.000 base.py:84(<genexpr>)
        9    0.000    0.000    0.000    0.000 base.py:3809(<genexpr>)
        3    0.000    0.000    0.000    0.000 common.py:1040(needs_i8_conversion)
        7    0.000    0.000    0.000    0.000 base.py:791(is_)
        1    0.000    0.000    0.000    0.000 base.py:5295(_validate_fill_value)
        3    0.000    0.000    0.000    0.000 array.py:417(__len__)
        1    0.000    0.000    0.000    0.000 generic.py:4402(_check_setitem_copy)
        1    0.000    0.000    0.000    0.000 base.py:448(size)
       13    0.000    0.000    0.000    0.000 managers.py:1940(_block)
        1    0.000    0.000    0.000    0.000 frame.py:4585(_ensure_valid_index)
        4    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 inference.py:300(<genexpr>)
        1    0.000    0.000    0.000    0.000 geopandas.py:318(<dictcomp>)
        7    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 construction.py:688(_sanitize_non_ordered)
        4    0.000    0.000    0.000    0.000 managers.py:288(<listcomp>)
        9    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 geodataframe.py:218(__setattr__)
        7    0.000    0.000    0.000    0.000 {built-in method _json.encode_basestring_ascii}
       20    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        3    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
        2    0.000    0.000    0.000    0.000 crs.py:62(__init__)
        3    0.000    0.000    0.000    0.000 common.py:529(is_string_or_object_np_dtype)
       18    0.000    0.000    0.000    0.000 generic.py:405(flags)
        2    0.000    0.000    0.000    0.000 enum.py:1257(value)
        1    0.000    0.000    0.000    0.000 missing.py:728(is_valid_na_for_dtype)
       13    0.000    0.000    0.000    0.000 array.py:1186(size)
        4    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        3    0.000    0.000    0.000    0.000 common.py:372(apply_if_callable)
        1    0.000    0.000    0.000    0.000 numeric.py:1918(isscalar)
        2    0.000    0.000    0.000    0.000 construction.py:196(mgr_to_mgr)
        1    0.000    0.000    0.000    0.000 managers.py:948(from_blocks)
       14    0.000    0.000    0.000    0.000 multiarray.py:1089(copyto)
        5    0.000    0.000    0.000    0.000 array.py:413(dtype)
        6    0.000    0.000    0.000    0.000 managers.py:180(blknos)
        4    0.000    0.000    0.000    0.000 geodataframe.py:1882(_constructor_sliced)
        7    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        9    0.000    0.000    0.000    0.000 generic.py:363(attrs)
        9    0.000    0.000    0.000    0.000 blocks.py:266(mgr_locs)
        2    0.000    0.000    0.000    0.000 file.py:71(_import_pyogrio)
        2    0.000    0.000    0.000    0.000 {method 'isnumeric' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _validators.py:226(validate_bool_kwarg)
        2    0.000    0.000    0.000    0.000 generic.py:572(_get_axis_number)
        2    0.000    0.000    0.000    0.000 base.py:540(<genexpr>)
       13    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        1    0.000    0.000    0.000    0.000 frame.py:1643(__len__)
        1    0.000    0.000    0.000    0.000 base.py:2776(_is_multi)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       12    0.000    0.000    0.000    0.000 series.py:1480(_clear_item_cache)
        1    0.000    0.000    0.000    0.000 _config.py:41(__getattr__)
        1    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        9    0.000    0.000    0.000    0.000 flags.py:55(allows_duplicate_labels)
        6    0.000    0.000    0.000    0.000 range.py:376(dtype)
        3    0.000    0.000    0.000    0.000 managers.py:2294(<listcomp>)
        1    0.000    0.000    0.000    0.000 enum.py:788(__getitem__)
        1    0.000    0.000    0.000    0.000 tz.py:74(utcoffset)
        1    0.000    0.000    0.000    0.000 geopandas.py:20(_stringify_path)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        2    0.000    0.000    0.000    0.000 common.py:152(cast_scalar_indexer)
        3    0.000    0.000    0.000    0.000 base.py:1671(name)
        4    0.000    0.000    0.000    0.000 base.py:974(dtype)
        5    0.000    0.000    0.000    0.000 series.py:660(_constructor)
        8    0.000    0.000    0.000    0.000 multiarray.py:161(concatenate)
        1    0.000    0.000    0.000    0.000 geodataframe.py:1775(_persist_old_default_geometry_colname)
        1    0.000    0.000    0.000    0.000 array.py:1650(__array__)
        1    0.000    0.000    0.000    0.000 file.py:92(_check_pyogrio)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.lib.array_utils.normalize_axis_index}
        2    0.000    0.000    0.000    0.000 __init__.py:42(warn_copy_on_write)
        6    0.000    0.000    0.000    0.000 base.py:363(ndim)
        2    0.000    0.000    0.000    0.000 base.py:692(_constructor)
        3    0.000    0.000    0.000    0.000 managers.py:246(items)
        2    0.000    0.000    0.000    0.000 managers.py:1989(index)
        1    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        3    0.000    0.000    0.000    0.000 managers.py:344(<dictcomp>)
        1    0.000    0.000    0.000    0.000 array.py:367(crs)
        1    0.000    0.000    0.000    0.000 cast.py:1760(np_can_hold_element)
        2    0.000    0.000    0.000    0.000 base.py:6672(_maybe_cast_indexer)
        2    0.000    0.000    0.000    0.000 managers.py:196(blklocs)
        1    0.000    0.000    0.000    0.000 numeric.py:1499(<listcomp>)
        1    0.000    0.000    0.000    0.000 numeric.py:1433(_moveaxis_dispatcher)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:1081(_argsort_dispatcher)
        1    0.000    0.000    0.000    0.000 {method 'as_arrays' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 {method 'wrap' of 'numpy._core._multiarray_umath._array_converter' objects}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getrefcount}
        2    0.000    0.000    0.000    0.000 _function_base_impl.py:5762(_append_dispatcher)
        1    0.000    0.000    0.000    0.000 function.py:64(__call__)
        1    0.000    0.000    0.000    0.000 missing.py:1073(clean_reindex_fill_method)
        2    0.000    0.000    0.000    0.000 managers.py:913(__init__)
        1    0.000    0.000    0.000    0.000 managers.py:1828(ndim)
        3    0.000    0.000    0.000    0.000 shape_base.py:77(_atleast_2d_dispatcher)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:1842(_ravel_dispatcher)
        1    0.000    0.000    0.000    0.000 util.py:188(_mask_to_wkb)
        2    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        1    0.000    0.000    0.000    0.000 _function_base_impl.py:5575(_insert_dispatcher)
        1    0.000    0.000    0.000    0.000 base.py:421(_supports_2d)
        1    0.000    0.000    0.000    0.000 multiarray.py:901(bincount)


